"","date","timedate","mono","TECH","grouptoday","natal","resident.group","mom","obs","tech.parse","switch","rav","fav","name","male","yob","dob","male2","TECH_i","mono_i","grouptoday_i","nonnatal","postmig","post_rf_fizz","post_mk_fizz","post_fl_fizz","post_fizz"
"7129",2005-04-24,(05-04-24 07:25:20),"BO","OP","fl","aa","fl","TT","CMG","OP",0,"","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"7133",2005-04-24,(05-04-24 07:28:04),"BO","OP","fl","aa","fl","TT","CMG","OP,S",0,"","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"7125",2005-04-24,(05-04-24 07:29:28),"BO","OP","fl","aa","fl","TT","CMG","OP",0,"","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"7120",2005-04-24,(05-04-24 07:30:36),"BO","OP","fl","aa","fl","TT","CMG","OP",0,"","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"7121",2005-04-24,(05-04-24 07:31:02),"BO","S","fl","aa","fl","TT","CMG","S",0,"","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"7134",2005-04-24,(05-04-24 07:31:33),"BO","S","fl","aa","fl","TT","CMG","S",0,"LT","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"7124",2005-04-24,(05-04-24 07:33:26),"BO","OP","fl","aa","fl","TT","CMG","OP",0,"EI","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"7122",2005-04-24,(05-04-24 07:34:50),"BO","S","fl","aa","fl","TT","CMG","S",1,"","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"7123",2005-04-24,(05-04-24 07:35:19),"BO","S","fl","aa","fl","TT","CMG","S",0,"","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"1302",2005-04-24,(05-04-24 09:33:48),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1303",2005-04-24,(05-04-24 09:34:21),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1295",2005-04-24,(05-04-24 09:34:56),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1288",2005-04-24,(05-04-24 09:35:41),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1286",2005-04-24,(05-04-24 09:36:39),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1289",2005-04-24,(05-04-24 09:37:50),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1300",2005-04-24,(05-04-24 09:38:23),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1298",2005-04-24,(05-04-24 09:39:04),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1297",2005-04-24,(05-04-24 09:39:32),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1293",2005-04-24,(05-04-24 09:39:49),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1304",2005-04-24,(05-04-24 09:40:14),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1292",2005-04-24,(05-04-24 09:40:35),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1294",2005-04-24,(05-04-24 09:40:50),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1296",2005-04-24,(05-04-24 09:41:07),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1287",2005-04-24,(05-04-24 09:41:29),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1285",2005-04-24,(05-04-24 09:41:51),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1291",2005-04-24,(05-04-24 09:42:19),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1290",2005-04-24,(05-04-24 09:43:29),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1301",2005-04-24,(05-04-24 09:43:56),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1299",2005-04-24,(05-04-24 09:44:42),"AM","S","ff","ff","ff","","JCO","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"41621",2005-04-24,(05-04-24 09:50:15),"JJ","OP","fl","aa","d","W_","CMG","OP",0,"","","Jester",0,1990,"5/6/90",1,3,95,5,0,0,0,0,1,1
"41619",2005-04-24,(05-04-24 09:52:01),"JJ","S","fl","aa","d","W_","CMG","S",0,"","","Jester",0,1990,"5/6/90",1,5,95,5,0,0,0,0,1,1
"39145",2005-04-24,(05-04-24 09:52:03),"HE","LS","fl","ff","fl","","CMG","LS,S",0,"","","Heinrich",1,1992,"5/15/92",2,2,88,5,1,1,0,0,0,0
"89799",2005-04-24,(05-04-24 13:40:05),"TW","S","ff","ff","rf","TA","JCO","S",0,"","","Twilo",1,2001,"10/15/01",2,5,206,4,0,0,1,0,0,1
"89803",2005-04-24,(05-04-24 13:40:36),"TW","H","ff","ff","rf","TA","JCO","S,LS,H",0,"","","Twilo",1,2001,"10/15/01",2,1,206,4,0,0,1,0,0,1
"89801",2005-04-24,(05-04-24 13:41:16),"TW","H","ff","ff","rf","TA","JCO","S,LS,H",0,"","","Twilo",1,2001,"10/15/01",2,1,206,4,0,0,1,0,0,1
"89797",2005-04-24,(05-04-24 13:41:54),"TW","H","ff","ff","rf","TA","JCO","S,LS,H",0,"","","Twilo",1,2001,"10/15/01",2,1,206,4,0,0,1,0,0,1
"33348",2005-04-24,(05-04-24 13:49:28),"FZ","S","ff","u","d","","CLC","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"70140",2005-04-24,(05-04-24 13:56:32),"PW","H","ff","ff","cu","SD","JCO","S,H",0,"","","Power",1,1993,"5/15/93",2,1,162,4,0,0,1,0,0,1
"6393",2005-04-24,(05-04-24 14:10:00),"BL","S","fl","u","d","","SEP","S",0,"","","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"52459",2005-04-24,(05-04-24 14:12:25),"ME","LS","fl","aa","fl","JJ","CMG","LS",0,"TU","","Mead ",0,1999,"9/1/99",1,2,124,5,0,0,0,0,1,1
"52457",2005-04-24,(05-04-24 14:13:34),"ME","LS","fl","aa","fl","JJ","CMG","LS",0,"","","Mead ",0,1999,"9/1/99",1,2,124,5,0,0,0,0,1,1
"89143",2005-04-24,(05-04-24 14:14:44),"TU","LS","fl","aa","u","TT","CMG","LS",0,"EI","","Toulouse",1,2001,"11/21/01",2,2,205,5,1,1,0,0,1,1
"71506",2005-04-24,(05-04-24 14:15:00),"QJ","LS","fl","u","fl","","SEP","LS",0,"","","Quijote",1,1996,"5/15/96",2,2,165,5,1,1,0,0,0,0
"7136",2005-04-24,(05-04-24 14:18:26),"BO","OP","fl","aa","fl","TT","CMG","S,OP",1,"","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"28902",2005-04-24,(05-04-24 14:19:54),"EE","S","fl","aa","d","TT","CMG","S",0,"EI","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"40803",2005-04-24,(05-04-24 14:20:00),"JA","H","fl","aa","u","JJ","SEP","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"28893",2005-04-24,(05-04-24 14:21:00),"EE","S","fl","aa","d","TT","CMG","S",0,"EI","BO","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"41620",2005-04-24,(05-04-24 14:21:00),"JJ","LS","fl","aa","d","W_","SEP","LS",0,"","","Jester",0,1990,"5/6/90",1,2,95,5,0,0,0,0,1,1
"28895",2005-04-24,(05-04-24 14:21:10),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"7119",2005-04-24,(05-04-24 14:21:22),"BO","S","fl","aa","fl","TT","CMG","S",1,"EE","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"61934",2005-04-24,(05-04-24 14:21:54),"NP","S","fl","u","fl","","SEP","S",0,"","","Napoleon",1,1992,"5/15/92",2,5,145,5,1,1,0,0,0,0
"52455",2005-04-24,(05-04-24 14:23:00),"ME","S","fl","aa","fl","JJ","SEP","S",0,"","","Mead ",0,1999,"9/1/99",1,5,124,5,0,0,0,0,1,1
"61936",2005-04-24,(05-04-24 14:24:00),"NP","H","fl","u","fl","","SEP","S,H",0,"","","Napoleon",1,1992,"5/15/92",2,1,145,5,1,1,0,0,0,0
"7127",2005-04-24,(05-04-24 14:29:53),"BO","OP","fl","aa","fl","TT","CMG","S,OP",0,"EI","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"7135",2005-04-24,(05-04-24 14:30:22),"BO","S","fl","aa","fl","TT","CMG","S",1,"EI","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"7128",2005-04-24,(05-04-24 14:30:27),"BO","OP","fl","aa","fl","TT","CMG","S,OP,S",1,"","","Boones",0,1999,"9/1/99",1,3,22,5,0,0,0,0,1,1
"28901",2005-04-24,(05-04-24 14:32:04),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28897",2005-04-24,(05-04-24 14:32:28),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"7131",2005-04-24,(05-04-24 14:32:51),"BO","S","fl","aa","fl","TT","CMG","S",0,"","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"71501",2005-04-24,(05-04-24 15:11:46),"QJ","S","fl","u","fl","","CMG","S",1,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"71510",2005-04-24,(05-04-24 15:12:52),"QJ","S","fl","u","fl","","CMG","S",0,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"7126",2005-04-24,(05-04-24 15:26:00),"BO","S","fl","aa","fl","TT","SEP","S",0,"","","Boones",0,1999,"9/1/99",1,5,22,5,0,0,0,0,1,1
"61935",2005-04-24,(05-04-24 15:27:26),"NP","S","fl","u","fl","","CMG","S",1,"","","Napoleon",1,1992,"5/15/92",2,5,145,5,1,1,0,0,0,0
"61937",2005-04-24,(05-04-24 15:28:23),"NP","S","fl","u","fl","","CMG","S",1,"","","Napoleon",1,1992,"5/15/92",2,5,145,5,1,1,0,0,0,0
"28896",2005-04-24,(05-04-24 16:16:09),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28903",2005-04-24,(05-04-24 16:16:52),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28900",2005-04-24,(05-04-24 16:17:35),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28898",2005-04-24,(05-04-24 16:18:45),"EE","S","fl","aa","d","TT","CMG","S",1,"EI","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28887",2005-04-24,(05-04-24 16:19:19),"EE","OP","fl","aa","d","TT","CMG","OP",0,"","","Eldritch",0,1992,"4/8/92",1,3,63,5,0,0,0,0,1,1
"28899",2005-04-24,(05-04-24 16:20:31),"EE","S","fl","aa","d","TT","CMG","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"89802",2005-04-24,(05-04-24 16:27:11),"TW","H","ff","ff","rf","TA","CLC","S,H",1,"","","Twilo",1,2001,"10/15/01",2,1,206,4,0,0,1,0,0,1
"89800",2005-04-24,(05-04-24 16:28:25),"TW","H","ff","ff","rf","TA","CLC","S,H",0,"","","Twilo",1,2001,"10/15/01",2,1,206,4,0,0,1,0,0,1
"89798",2005-04-24,(05-04-24 16:30:51),"TW","S","ff","ff","rf","TA","JCO","S",0,"","","Twilo",1,2001,"10/15/01",2,5,206,4,0,0,1,0,0,1
"28888",2005-04-24,(05-04-24 17:25:00),"EE","S","fl","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"39148",2005-04-24,(05-04-24 17:25:11),"HE","S","fl","ff","fl","","CMG","S",1,"","","Heinrich",1,1992,"5/15/92",2,5,88,5,1,1,0,0,0,0
"28904",2005-04-24,(05-04-24 17:25:27),"EE","S","fl","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28894",2005-04-24,(05-04-24 17:26:00),"EE","S","fl","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"39146",2005-04-24,(05-04-24 17:26:21),"HE","S","fl","ff","fl","","CMG","S",0,"","","Heinrich",1,1992,"5/15/92",2,5,88,5,1,1,0,0,0,0
"40807",2005-04-24,(05-04-24 17:26:30),"JA","S","fl","aa","u","JJ","SEP","S",1,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"39144",2005-04-24,(05-04-24 17:26:38),"HE","S","fl","ff","fl","","CMG","S",0,"","","Heinrich",1,1992,"5/15/92",2,5,88,5,1,1,0,0,0,0
"52454",2005-04-24,(05-04-24 17:27:00),"ME","H","fl","aa","fl","JJ","SEP","S,H",0,"","","Mead ",0,1999,"9/1/99",1,1,124,5,0,0,0,0,1,1
"39147",2005-04-24,(05-04-24 17:27:06),"HE","S","fl","ff","fl","","CMG","S",1,"EI","","Heinrich",1,1992,"5/15/92",2,5,88,5,1,1,0,0,0,0
"52453",2005-04-24,(05-04-24 17:27:06),"ME","S","fl","aa","fl","JJ","CMG","S",0,"EI","","Mead ",0,1999,"9/1/99",1,5,124,5,0,0,0,0,1,1
"40804",2005-04-24,(05-04-24 17:27:39),"JA","S","fl","aa","u","JJ","SEP","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40808",2005-04-24,(05-04-24 17:29:00),"JA","S","fl","aa","u","JJ","CMG","S",1,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40802",2005-04-24,(05-04-24 17:29:37),"JA","S","fl","aa","u","JJ","CMG","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"28889",2005-04-24,(05-04-24 17:29:40),"EE","S","fl","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"28890",2005-04-24,(05-04-24 17:30:00),"EE","S","fl","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"40805",2005-04-24,(05-04-24 17:30:14),"JA","OP","fl","aa","u","JJ","CMG","S,OP",0,"","","Jade",1,2001,"6/25/01",2,3,94,5,1,1,0,0,1,1
"40806",2005-04-24,(05-04-24 17:30:24),"JA","LS","fl","aa","u","JJ","CMG","S,LS,S",0,"","","Jade",1,2001,"6/25/01",2,2,94,5,1,1,0,0,1,1
"28891",2005-04-24,(05-04-24 17:30:30),"EE","OP","fl","aa","d","TT","SEP","S,OP",0,"","","Eldritch",0,1992,"4/8/92",1,3,63,5,0,0,0,0,1,1
"28892",2005-04-24,(05-04-24 17:31:00),"EE","OP","fl","aa","d","TT","SEP","S,OP",0,"","","Eldritch",0,1992,"4/8/92",1,3,63,5,0,0,0,0,1,1
"71500",2005-04-24,(05-04-24 17:39:00),"QJ","S","fl","u","fl","","SEP","S",1,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"40801",2005-04-24,(05-04-24 17:40:00),"JA","S","fl","aa","u","JJ","CMG","S,L,S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"71513",2005-04-24,(05-04-24 17:40:05),"QJ","S","fl","u","fl","","SEP","S",0,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"71505",2005-04-24,(05-04-24 17:40:29),"QJ","S","fl","u","fl","","SEP","S",1,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"40818",2005-04-25,(05-04-25 06:41:39),"JA","S","fl","aa","u","JJ","SAH","PS,S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"89147",2005-04-25,(05-04-25 06:49:07),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"89153",2005-04-25,(05-04-25 06:49:43),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"40816",2005-04-25,(05-04-25 07:45:30),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40823",2005-04-25,(05-04-25 07:46:37),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40822",2005-04-25,(05-04-25 07:47:25),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40832",2005-04-25,(05-04-25 07:50:22),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40817",2005-04-25,(05-04-25 07:50:37),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40814",2005-04-25,(05-04-25 07:51:56),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"28905",2005-04-25,(05-04-25 08:05:23),"EE","OP","fl","aa","d","TT","JCO","S,OP",0,"","","Eldritch",0,1992,"4/8/92",1,3,63,5,0,0,0,0,1,1
"52461",2005-04-25,(05-04-25 08:05:53),"ME","W","fl","aa","fl","JJ","SAH","W,S",0,"","","Mead ",0,1999,"9/1/99",1,6,124,5,0,0,0,0,1,1
"89149",2005-04-25,(05-04-25 08:06:00),"TU","S","fl","aa","u","TT","SAH","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"28906",2005-04-25,(05-04-25 08:08:59),"EE","S","fl","aa","d","TT","JCO","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,5,0,0,0,0,1,1
"41622",2005-04-25,(05-04-25 09:35:47),"JJ","H","fl","aa","d","W_","JCO","S,OP,H",0,"","","Jester",0,1990,"5/6/90",1,1,95,5,0,0,0,0,1,1
"41626",2005-04-25,(05-04-25 09:36:23),"JJ","LS","fl","aa","d","W_","JCO","S,LS",0,"","","Jester",0,1990,"5/6/90",1,2,95,5,0,0,0,0,1,1
"40810",2005-04-25,(05-04-25 09:39:07),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40831",2005-04-25,(05-04-25 09:39:17),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40812",2005-04-25,(05-04-25 09:40:49),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40811",2005-04-25,(05-04-25 09:41:03),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40820",2005-04-25,(05-04-25 09:41:03),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40828",2005-04-25,(05-04-25 09:41:39),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40826",2005-04-25,(05-04-25 09:41:47),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40819",2005-04-25,(05-04-25 09:42:40),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40830",2005-04-25,(05-04-25 09:42:40),"JA","OP","fl","aa","u","JJ","JCO","S,OP",0,"","","Jade",1,2001,"6/25/01",2,3,94,5,1,1,0,0,1,1
"40821",2005-04-25,(05-04-25 09:42:46),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40825",2005-04-25,(05-04-25 09:43:39),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"40829",2005-04-25,(05-04-25 09:43:39),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40824",2005-04-25,(05-04-25 09:43:55),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40827",2005-04-25,(05-04-25 09:45:01),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40815",2005-04-25,(05-04-25 09:45:11),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40809",2005-04-25,(05-04-25 09:46:16),"JA","H","fl","aa","u","JJ","JCO","S,H",0,"","","Jade",1,2001,"6/25/01",2,1,94,5,1,1,0,0,1,1
"40813",2005-04-25,(05-04-25 09:46:20),"JA","S","fl","aa","u","JJ","JCO","S",0,"","","Jade",1,2001,"6/25/01",2,5,94,5,1,1,0,0,1,1
"6394",2005-04-25,(05-04-25 10:01:11),"BL","S","fl","u","d","","JCO","S",0,"","","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"6398",2005-04-25,(05-04-25 10:01:28),"BL","S","fl","u","d","","JCO","S",0,"","","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"6397",2005-04-25,(05-04-25 10:02:00),"BL","S","fl","u","d","","JCO","S",0,"","QJ","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"6395",2005-04-25,(05-04-25 10:02:54),"BL","S","fl","u","d","","JCO","S",0,"","","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"6396",2005-04-25,(05-04-25 10:03:36),"BL","S","fl","u","d","","JCO","S",0,"","","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"39150",2005-04-25,(05-04-25 10:04:28),"HE","S","fl","ff","fl","","JCO","S",0,"","","Heinrich",1,1992,"5/15/92",2,5,88,5,1,1,0,0,0,0
"39149",2005-04-25,(05-04-25 10:04:49),"HE","S","fl","ff","fl","","JCO","S",0,"","","Heinrich",1,1992,"5/15/92",2,5,88,5,1,1,0,0,0,0
"6399",2005-04-25,(05-04-25 12:01:02),"BL","S","fl","u","d","","SAH","S",0,"","","Baloo",1,1995,"5/15/95",2,5,20,5,1,1,0,0,0,0
"52460",2005-04-25,(05-04-25 12:01:21),"ME","S","fl","aa","fl","JJ","JCO","S",0,"","","Mead ",0,1999,"9/1/99",1,5,124,5,0,0,0,0,1,1
"52462",2005-04-25,(05-04-25 12:01:51),"ME","H","fl","aa","fl","JJ","JCO","S,LS,H",0,"","","Mead ",0,1999,"9/1/99",1,1,124,5,0,0,0,0,1,1
"41625",2005-04-25,(05-04-25 12:02:27),"JJ","OP","fl","aa","d","W_","SAH","S,OP",0,"","","Jester",0,1990,"5/6/90",1,3,95,5,0,0,0,0,1,1
"71518",2005-04-25,(05-04-25 12:03:23),"QJ","OP","fl","u","fl","","SAH","OP",0,"","","Quijote",1,1996,"5/15/96",2,3,165,5,1,1,0,0,0,0
"52463",2005-04-25,(05-04-25 12:03:26),"ME","H","fl","aa","fl","JJ","JCO","S,LS,H",0,"","JJ","Mead ",0,1999,"9/1/99",1,1,124,5,0,0,0,0,1,1
"71517",2005-04-25,(05-04-25 12:04:08),"QJ","OP","fl","u","fl","","SAH","S,OP,S",0,"","","Quijote",1,1996,"5/15/96",2,3,165,5,1,1,0,0,0,0
"41624",2005-04-25,(05-04-25 12:04:10),"JJ","OP","fl","aa","d","W_","JCO","S,OP",0,"","","Jester",0,1990,"5/6/90",1,3,95,5,0,0,0,0,1,1
"41623",2005-04-25,(05-04-25 12:04:18),"JJ","S","fl","aa","d","W_","JCO","S",0,"","","Jester",0,1990,"5/6/90",1,5,95,5,0,0,0,0,1,1
"71515",2005-04-25,(05-04-25 12:05:08),"QJ","S","fl","u","fl","","SAH","S",1,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"71514",2005-04-25,(05-04-25 12:05:56),"QJ","S","fl","u","fl","","SAH","S",1,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"54694",2005-04-25,(05-04-25 12:06:20),"MI","W","fl","aa","fl","JJ","JCO","W",0,"","","Minstrel",0,1997,"5/24/97",1,6,127,5,0,0,0,0,1,1
"71516",2005-04-25,(05-04-25 12:06:59),"QJ","S","fl","u","fl","","SAH","S",1,"","","Quijote",1,1996,"5/15/96",2,5,165,5,1,1,0,0,0,0
"89146",2005-04-25,(05-04-25 12:11:13),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"89151",2005-04-25,(05-04-25 12:12:20),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"89148",2005-04-25,(05-04-25 12:12:27),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"89145",2005-04-25,(05-04-25 12:12:33),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
"89150",2005-04-25,(05-04-25 12:13:08),"TU","S","fl","aa","u","TT","JCO","S",0,"","","Toulouse",1,2001,"11/21/01",2,5,205,5,1,1,0,0,1,1
